Customer_id,Gender,Region,Age,Product_Name,Category,Unit_Price,Quantity,Total_Price,Shipping_Fee,Shipping_Status,"Order Date"
CUST0158,Male,West,51,Smartphone,Electronics,800.00,1,800.00,18.58,Returned,10/3/2023
CUST0088,Female,South,66,Laptop,Electronics,1500.00,1,1500.00,13.16,"In Transit",2/6/2023
CUST0124,Male,South,53,Monitor,Electronics,300.00,2,600.00,8.51,Returned,5/17/2023
CUST0055,Female,North,45,Smartwatch,Wearables,200.00,2,400.00,10.82,Returned,9/23/2023
CUST0201,Female,South,49,Laptop,Electronics,1500.00,3,4500.00,17.62,Returned,12/25/2023
CUST0256,Female,West,69,Mouse,Accessories,30.00,5,150.00,9.07,Delivered,2/19/2023
CUST0055,Male,East,45,Keyboard,Accessories,50.00,1,50.00,11.27,Returned,9/13/2023
CUST0076,Male,South,26,Monitor,Electronics,300.00,4,1200.00,6.90,Returned,11/5/2023
CUST0273,Male,South,55,Monitor,Electronics,300.00,3,900.00,7.31,"In Transit",1/15/2023
CUST0022,Female,Unknown,33,Mouse,Accessories,30.00,1,30.00,15.29,Delivered,2/27/2023
CUST0204,Male,East,54,Laptop,Electronics,1500.00,2,3000.00,12.68,Delivered,5/11/2023
CUST0194,Female,South,61,Mouse,Accessories,30.00,1,30.00,19.54,"In Transit",4/16/2023
CUST0138,Male,East,46,Smartphone,Electronics,800.00,4,3200.00,17.82,Unknown,3/17/2023
CUST0071,Female,North,46,Mouse,Accessories,30.00,4,120.00,10.01,"In Transit",4/11/2023
CUST0044,Female,North,30,Keyboard,Accessories,50.00,4,200.00,16.61,Returned,10/16/2023
CUST0273,Male,South,55,Headphones,Accessories,100.00,4,400.00,18.99,"In Transit",10/16/2023
CUST0196,Female,East,37,Headphones,Accessories,100.00,4,400.00,11.40,Delivered,2/22/2023
CUST0212,Female,East,62,Mouse,Accessories,30.00,2,60.00,8.36,Delivered,7/17/2023
CUST0106,Female,East,49,Mouse,Accessories,30.00,5,150.00,10.03,Delivered,6/30/2023
CUST0133,Male,North,47,Headphones,Accessories,100.00,3,300.00,15.00,Delivered,7/9/2023
CUST0262,Male,West,27,Mouse,Accessories,30.00,4,120.00,16.05,Returned,5/7/2023
CUST0280,Female,East,44,Keyboard,Accessories,50.00,4,200.00,12.30,"In Transit",3/22/2023
CUST0074,Male,North,36,Smartwatch,Wearables,200.00,2,400.00,12.03,Returned,8/28/2023
CUST0300,Female,East,49,Mouse,Accessories,30.00,3,90.00,11.56,"In Transit",1/17/2023
CUST0027,Female,North,36,Laptop,Electronics,1500.00,4,6000.00,11.21,Unknown,10/16/2023
CUST0016,Male,South,61,Smartphone,Electronics,800.00,1,800.00,17.43,Delivered,1/10/2023
CUST0152,Male,South,69,Smartphone,Electronics,800.00,3,2400.00,13.57,Returned,3/25/2023
CUST0278,Female,East,52,Smartwatch,Wearables,200.00,3,600.00,10.21,"In Transit",1/29/2023
CUST0095,Female,South,60,Smartphone,Electronics,800.00,5,4000.00,18.75,Delivered,1/19/2023
CUST0229,Male,West,45,Monitor,Electronics,300.00,1,300.00,16.70,Delivered,9/16/2023
CUST0128,Male,West,52,Monitor,Electronics,300.00,1,300.00,14.67,Delivered,7/21/2023
CUST0032,Female,South,63,Monitor,Electronics,300.00,5,1500.00,18.00,Returned,3/21/2023
CUST0283,Female,South,67,Keyboard,Accessories,50.00,5,250.00,10.04,"In Transit",5/3/2023
CUST0238,Male,West,26,Keyboard,Accessories,50.00,4,200.00,10.23,Delivered,1/24/2023
CUST0051,Male,West,41,Smartwatch,Wearables,200.00,4,800.00,8.56,Returned,1/3/2024
CUST0144,Female,South,49,Smartphone,Electronics,800.00,5,4000.00,10.52,Delivered,12/1/2023
CUST0134,Male,South,58,Monitor,Electronics,300.00,5,1500.00,19.72,Delivered,5/16/2023
CUST0129,Male,South,66,Mouse,Accessories,30.00,2,60.00,9.19,"In Transit",5/7/2023
CUST0148,Female,West,67,Headphones,Accessories,100.00,2,200.00,19.58,Returned,6/1/2023
CUST0211,Male,North,35,Smartphone,Electronics,800.00,5,4000.00,15.61,"In Transit",1/27/2023
CUST0272,Male,South,52,Keyboard,Accessories,50.00,2,100.00,13.78,Delivered,9/4/2023
CUST0092,Female,East,32,Mouse,Accessories,30.00,5,150.00,15.68,Delivered,11/6/2023
CUST0203,Female,Unknown,33,Smartwatch,Wearables,200.00,1,200.00,14.86,Returned,9/24/2023
CUST0109,Male,North,57,Smartwatch,Wearables,200.00,1,200.00,13.34,Returned,9/8/2023
CUST0204,Female,South,54,Laptop,Electronics,1500.00,5,7500.00,5.02,Returned,8/28/2023
CUST0291,Male,West,49,Smartwatch,Wearables,200.00,4,800.00,18.56,Delivered,3/18/2023
CUST0153,Female,South,40,Headphones,Accessories,100.00,5,500.00,14.22,Delivered,2/2/2023
CUST0220,Male,North,67,Headphones,Accessories,100.00,5,500.00,13.85,Returned,3/15/2023
CUST0199,Female,North,41,Mouse,Accessories,30.00,3,90.00,18.37,Returned,1/3/2024
CUST0245,Male,West,63,Smartphone,Electronics,800.00,2,1600.00,19.63,Delivered,12/27/2023
CUST0228,Male,North,25,Smartphone,Electronics,800.00,1,800.00,5.64,"In Transit",9/23/2023
CUST0106,Male,North,50,Laptop,Electronics,1500.00,5,7500.00,15.14,"In Transit",6/8/2023
CUST0174,Male,West,68,Mouse,Accessories,30.00,4,120.00,14.02,Returned,9/13/2023
CUST0161,Male,West,62,Smartwatch,Wearables,200.00,3,600.00,17.90,Returned,1/3/2023
CUST0204,Male,South,54,Smartphone,Electronics,800.00,1,800.00,7.77,Returned,7/23/2023
CUST0062,Male,West,43,Smartwatch,Wearables,200.00,2,400.00,13.02,Delivered,10/8/2023
CUST0114,Male,South,60,Keyboard,Accessories,50.00,1,50.00,6.25,"In Transit",2/6/2023
CUST0102,Male,West,25,Monitor,Electronics,300.00,3,900.00,9.94,Delivered,10/21/2023
CUST0140,Male,East,50,Smartphone,Electronics,800.00,1,800.00,10.36,Returned,5/25/2023
CUST0142,Female,South,32,Smartphone,Electronics,800.00,1,800.00,8.45,Returned,4/28/2023
CUST0016,Male,East,61,Smartphone,Electronics,800.00,2,1600.00,19.07,Delivered,10/3/2023
CUST0023,Male,South,49,Keyboard,Accessories,50.00,5,250.00,10.03,Returned,11/1/2023
CUST0008,Female,West,18,Mouse,Accessories,30.00,4,120.00,8.76,"In Transit",6/30/2023
CUST0268,Male,North,21,Monitor,Electronics,300.00,2,600.00,5.69,Returned,8/3/2023
CUST0162,Male,East,69,Headphones,Accessories,100.00,1,100.00,6.43,Returned,5/26/2023
CUST0121,Female,West,66,Smartwatch,Wearables,200.00,5,1000.00,19.19,Returned,9/19/2023
CUST0047,Female,West,41,Smartwatch,Wearables,200.00,3,600.00,10.92,Returned,6/18/2023
CUST0148,Male,East,67,Keyboard,Accessories,50.00,5,250.00,11.17,"In Transit",3/3/2023
CUST0251,Female,East,42,Smartphone,Electronics,800.00,3,2400.00,10.65,"In Transit",11/18/2023
CUST0028,Female,West,50,Monitor,Electronics,300.00,1,300.00,14.36,Delivered,8/5/2023
CUST0174,Female,East,68,Headphones,Accessories,100.00,4,400.00,11.92,"In Transit",10/31/2023
CUST0296,Female,East,50,Smartphone,Electronics,800.00,5,4000.00,13.43,Returned,8/11/2023
CUST0085,Male,Unknown,49,Smartphone,Electronics,800.00,1,800.00,16.20,Returned,11/25/2023
CUST0281,Male,West,44,Laptop,Electronics,1500.00,5,7500.00,7.21,Delivered,11/21/2023
CUST0010,Female,East,37,Headphones,Accessories,100.00,3,300.00,7.41,Delivered,3/27/2023
CUST0186,Female,West,55,Laptop,Electronics,1500.00,1,1500.00,19.04,"In Transit",10/20/2023
CUST0281,Female,North,44,Laptop,Electronics,1500.00,2,3000.00,9.87,Delivered,11/27/2023
CUST0031,Female,East,67,Smartphone,Electronics,800.00,5,4000.00,9.60,"In Transit",10/22/2023
CUST0270,Female,East,49,Headphones,Accessories,100.00,3,300.00,13.33,Delivered,2/10/2023
CUST0039,Female,North,60,Smartphone,Electronics,800.00,2,1600.00,19.20,"In Transit",8/11/2023
CUST0063,Male,South,20,Keyboard,Accessories,50.00,1,50.00,17.61,Returned,8/13/2023
CUST0097,Female,East,34,Smartwatch,Wearables,200.00,1,200.00,17.66,Returned,5/21/2023
CUST0067,Female,North,19,Laptop,Electronics,1500.00,4,6000.00,14.45,Delivered,11/8/2023
CUST0124,Female,East,49,Smartphone,Electronics,800.00,4,3200.00,19.17,"In Transit",6/17/2023
CUST0284,Female,South,64,Monitor,Electronics,300.00,3,900.00,19.12,"In Transit",6/17/2023
CUST0010,Male,West,37,Monitor,Electronics,300.00,1,300.00,9.72,Returned,3/30/2023
CUST0276,Female,West,66,Monitor,Electronics,300.00,1,300.00,18.63,Delivered,11/1/2023
CUST0256,Male,South,69,Smartphone,Electronics,800.00,3,2400.00,5.26,Unknown,10/7/2023
CUST0221,Female,South,33,Mouse,Accessories,30.00,2,60.00,15.69,Delivered,10/21/2023
CUST0062,Female,West,43,Monitor,Electronics,300.00,3,900.00,8.58,Returned,11/2/2023
CUST0219,Female,South,48,Headphones,Accessories,207.00,1,100.00,9.55,Delivered,1/23/2023
CUST0053,Male,Unknown,25,Keyboard,Accessories,50.00,3,150.00,11.95,Returned,10/18/2023
CUST0144,Female,South,54,Smartphone,Electronics,800.00,4,3200.00,7.86,Returned,8/7/2023
CUST0081,Male,South,38,Monitor,Electronics,300.00,5,1500.00,12.67,"In Transit",1/5/2023
CUST0044,Female,South,30,Monitor,Electronics,300.00,2,600.00,16.31,Delivered,7/25/2023
CUST0055,Female,South,45,Smartwatch,Wearables,200.00,3,600.00,18.24,Returned,11/25/2023
CUST0272,Male,North,52,Mouse,Accessories,30.00,3,90.00,11.88,Returned,5/18/2023
CUST0126,Female,South,66,Mouse,Accessories,30.00,2,60.00,5.53,"In Transit",10/16/2023
CUST0167,Male,South,67,Smartwatch,Wearables,200.00,3,600.00,8.01,Delivered,3/27/2023
CUST0043,Female,South,22,Mouse,Accessories,30.00,4,120.00,19.24,"In Transit",10/25/2023
CUST0201,Male,West,49,Monitor,Electronics,300.00,2,600.00,7.00,"In Transit",9/21/2023
CUST0237,Male,South,65,Smartwatch,Wearables,200.00,3,600.00,6.94,"In Transit",1/3/2024
CUST0028,Female,East,49,Laptop,Electronics,1500.00,1,1500.00,6.62,Delivered,2/22/2023
CUST0150,Female,North,63,Monitor,Electronics,300.00,3,900.00,19.87,Delivered,8/23/2023
CUST0247,Male,South,44,Keyboard,Accessories,50.00,2,100.00,10.09,Delivered,8/1/2023
CUST0058,Female,East,42,Monitor,Electronics,300.00,2,600.00,6.22,"In Transit",8/6/2023
CUST0281,Male,West,49,Laptop,Electronics,1500.00,4,6000.00,7.66,Returned,1/1/2023
CUST0041,Male,East,64,Smartphone,Electronics,800.00,4,3200.00,5.82,Returned,10/2/2023
CUST0204,Male,East,54,Monitor,Electronics,300.00,4,1200.00,18.40,Delivered,4/29/2023
CUST0095,Female,North,60,Smartwatch,Wearables,200.00,2,400.00,18.88,Delivered,7/24/2023
CUST0272,Female,North,52,Smartwatch,Wearables,200.00,3,600.00,15.36,"In Transit",9/17/2023
CUST0069,Male,East,49,Monitor,Electronics,300.00,4,1200.00,16.88,"In Transit",9/26/2023
CUST0202,Male,South,56,Headphones,Accessories,100.00,4,400.00,19.94,"In Transit",6/7/2023
CUST0054,Female,North,64,Headphones,Accessories,100.00,1,100.00,10.32,Delivered,3/12/2023
CUST0187,Female,East,25,Keyboard,Accessories,50.00,4,200.00,7.33,Delivered,10/24/2023
CUST0065,Male,South,41,Smartphone,Electronics,800.00,5,4000.00,6.41,"In Transit",12/1/2023
CUST0019,Male,West,69,Smartwatch,Wearables,200.00,1,200.00,12.86,"In Transit",8/16/2023
CUST0054,Female,North,64,Keyboard,Accessories,50.00,1,50.00,13.13,"In Transit",2/13/2023
CUST0018,Female,Unknown,38,Mouse,Accessories,30.00,2,60.00,17.21,"In Transit",11/28/2023
CUST0059,Male,North,18,Laptop,Electronics,1500.00,2,3000.00,7.81,Returned,6/22/2023
CUST0075,Female,South,56,Mouse,Accessories,30.00,5,150.00,5.44,"In Transit",6/23/2023
CUST0129,Female,East,66,Smartphone,Electronics,800.00,3,2400.00,19.63,Delivered,7/28/2023
CUST0103,Male,North,49,Smartphone,Electronics,800.00,1,800.00,15.79,"In Transit",10/30/2023
CUST0176,Female,South,51,Laptop,Electronics,1500.00,3,4500.00,5.72,"In Transit",11/10/2023
CUST0299,Female,West,58,Smartwatch,Wearables,200.00,3,600.00,9.69,Returned,1/3/2024
CUST0178,Female,South,44,Smartphone,Electronics,1658.00,3,2400.00,19.31,Delivered,6/3/2023
CUST0138,Female,East,46,Laptop,Electronics,1500.00,4,6000.00,16.31,"In Transit",6/29/2023
CUST0152,Male,East,69,Mouse,Accessories,30.00,1,30.00,10.99,"In Transit",10/6/2023
CUST0212,Female,West,62,Smartphone,Electronics,800.00,3,2400.00,16.12,"In Transit",8/1/2023
CUST0208,Female,South,57,Smartwatch,Wearables,200.00,2,400.00,8.71,Unknown,5/18/2023
CUST0026,Male,East,27,Smartphone,Electronics,800.00,5,4000.00,12.26,Returned,5/2/2023
CUST0224,Female,East,57,Smartphone,Electronics,800.00,1,800.00,19.34,Delivered,11/20/2023
CUST0131,Female,West,67,Laptop,Electronics,1500.00,2,3000.00,18.81,"In Transit",8/10/2023
CUST0019,Male,North,69,Monitor,Electronics,300.00,1,300.00,14.91,Delivered,4/5/2023
CUST0291,Female,North,49,Mouse,Accessories,30.00,1,30.00,5.60,Delivered,4/19/2023
CUST0032,Male,West,63,Laptop,Electronics,1500.00,3,4500.00,19.69,"In Transit",12/30/2023
CUST0230,Male,South,49,Laptop,Electronics,1500.00,4,6000.00,15.12,"In Transit",11/10/2023
CUST0285,Female,North,58,Headphones,Accessories,100.00,1,100.00,5.25,Delivered,1/14/2023
CUST0199,Male,North,41,Headphones,Accessories,100.00,1,100.00,18.38,Returned,7/5/2023
CUST0045,Female,East,21,Monitor,Electronics,300.00,3,900.00,15.22,"In Transit",1/3/2024
CUST0063,Male,North,20,Monitor,Electronics,300.00,4,1200.00,15.57,Delivered,11/6/2023
CUST0178,Male,East,44,Laptop,Electronics,1500.00,5,7500.00,8.03,"In Transit",1/20/2023
CUST0210,Female,North,30,Monitor,Electronics,300.00,5,1500.00,16.68,Returned,5/6/2023
CUST0105,Female,North,27,Headphones,Accessories,100.00,2,200.00,12.44,"In Transit",10/21/2023
CUST0198,Male,South,49,Monitor,Electronics,300.00,3,900.00,6.39,Returned,12/30/2023
CUST0241,Female,East,27,Keyboard,Accessories,50.00,1,50.00,11.72,"In Transit",7/10/2023
CUST0201,Female,West,49,Smartphone,Electronics,800.00,2,1600.00,6.85,Delivered,1/3/2024
CUST0052,Male,South,66,Mouse,Accessories,30.00,4,120.00,14.27,"In Transit",2/5/2023
CUST0258,Female,North,39,Laptop,Electronics,1500.00,3,4500.00,15.91,Returned,2/3/2023
CUST0123,Male,South,52,Laptop,Electronics,1500.00,5,7500.00,16.01,"In Transit",11/22/2023
CUST0285,Male,South,49,Smartphone,Electronics,800.00,3,2400.00,19.44,"In Transit",6/3/2023
CUST0279,Female,West,59,Mouse,Accessories,30.00,3,90.00,7.34,Returned,4/26/2023
CUST0052,Female,East,66,Headphones,Accessories,100.00,3,300.00,13.21,"In Transit",3/13/2023
CUST0200,Female,West,49,Laptop,Electronics,1500.00,5,7500.00,11.03,Returned,1/11/2023
CUST0103,Female,South,23,Keyboard,Accessories,50.00,5,250.00,14.12,"In Transit",4/10/2023
CUST0129,Female,North,66,Smartwatch,Wearables,200.00,5,1000.00,10.43,Delivered,3/7/2023
CUST0012,Female,North,28,Laptop,Electronics,1500.00,1,1500.00,12.71,Returned,8/31/2023
CUST0139,Male,East,57,Smartphone,Electronics,800.00,2,1600.00,12.55,Unknown,1/2/2023
CUST0108,Male,South,49,Keyboard,Accessories,50.00,2,100.00,6.85,Returned,10/19/2023
CUST0196,Male,West,37,Laptop,Electronics,1500.00,2,3000.00,17.23,Returned,1/10/2023
CUST0007,Male,East,52,Headphones,Accessories,100.00,3,300.00,19.53,"In Transit",1/16/2023
CUST0118,Male,West,49,Smartwatch,Wearables,200.00,3,600.00,18.62,Delivered,7/23/2023
CUST0227,Female,East,54,Mouse,Accessories,30.00,5,150.00,14.71,"In Transit",12/4/2023
CUST0219,Female,South,48,Keyboard,Accessories,50.00,2,100.00,12.46,"In Transit",4/9/2023
CUST0297,Male,East,61,Monitor,Electronics,300.00,2,600.00,12.26,Returned,4/25/2023
CUST0098,Female,East,57,Headphones,Accessories,100.00,4,400.00,8.84,"In Transit",2/28/2023
CUST0284,Female,South,64,Smartwatch,Wearables,200.00,5,1000.00,13.46,"In Transit",5/9/2023
CUST0137,Female,West,19,Monitor,Electronics,300.00,5,1500.00,19.39,Returned,12/8/2023
CUST0127,Male,North,62,Headphones,Accessories,100.00,2,200.00,5.13,Delivered,11/1/2023
CUST0052,Male,East,66,Mouse,Accessories,30.00,2,60.00,6.23,"In Transit",6/11/2023
CUST0162,Female,South,69,Smartwatch,Wearables,200.00,4,800.00,12.26,"In Transit",10/9/2023
CUST0069,Female,East,66,Laptop,Electronics,1500.00,4,6000.00,16.92,"In Transit",9/23/2023
CUST0011,Female,West,54,Smartphone,Electronics,1658.00,2,1600.00,15.80,"In Transit",4/6/2023
CUST0293,Male,South,32,Laptop,Electronics,1500.00,3,4500.00,8.53,Returned,11/17/2023
CUST0078,Female,East,38,Monitor,Electronics,300.00,1,300.00,7.57,Delivered,2/7/2023
CUST0290,Female,Unknown,37,Headphones,Accessories,100.00,3,300.00,5.29,Returned,9/30/2023
CUST0130,Female,West,68,Smartwatch,Wearables,200.00,3,600.00,5.65,"In Transit",8/18/2023
CUST0186,Female,East,55,Smartwatch,Wearables,200.00,5,1000.00,18.29,Delivered,1/10/2023
CUST0164,Male,South,50,Monitor,Electronics,300.00,3,900.00,11.22,"In Transit",3/16/2023
CUST0024,Female,Unknown,57,Monitor,Electronics,300.00,2,600.00,15.59,Returned,9/2/2023
CUST0006,Female,East,49,Smartwatch,Wearables,200.00,3,600.00,13.94,Delivered,4/7/2023
CUST0124,Female,North,53,Monitor,Electronics,300.00,1,300.00,16.32,Delivered,8/16/2023
CUST0060,Female,West,41,Headphones,Accessories,100.00,5,500.00,18.06,Delivered,3/15/2023
CUST0046,Female,North,22,Mouse,Accessories,30.00,1,30.00,8.96,Returned,3/3/2023
CUST0280,Male,South,44,Smartwatch,Wearables,200.00,4,800.00,6.43,Unknown,3/3/2023
CUST0012,Male,South,28,Headphones,Accessories,100.00,3,300.00,17.16,Returned,8/10/2023
CUST0095,Male,East,60,Mouse,Accessories,30.00,3,90.00,18.42,Delivered,1/25/2023
CUST0279,Female,Unknown,49,Mouse,Accessories,30.00,2,60.00,11.28,Returned,9/19/2023
CUST0158,Female,Unknown,51,Monitor,Electronics,300.00,4,1200.00,6.91,"In Transit",9/13/2023
CUST0193,Male,South,64,Keyboard,Accessories,50.00,4,200.00,17.18,"In Transit",11/6/2023
CUST0270,Male,East,64,Keyboard,Accessories,50.00,1,50.00,18.23,Delivered,5/24/2023
CUST0005,Female,East,56,Mouse,Accessories,30.00,2,60.00,7.58,"In Transit",2/15/2023
CUST0118,Female,West,23,Smartphone,Electronics,800.00,2,1600.00,9.07,"In Transit",10/19/2023
CUST0016,Female,North,61,Keyboard,Accessories,50.00,1,50.00,19.39,Delivered,7/28/2023
CUST0168,Female,South,42,Keyboard,Accessories,50.00,2,100.00,12.44,"In Transit",2/21/2023
CUST0091,Male,North,30,Keyboard,Accessories,50.00,1,50.00,19.02,Delivered,12/14/2023
CUST0066,Female,West,37,Headphones,Accessories,100.00,3,300.00,16.67,Returned,3/7/2023
CUST0186,Female,East,55,Mouse,Accessories,30.00,1,30.00,5.24,Returned,5/25/2023
CUST0130,Female,North,68,Monitor,Electronics,300.00,3,900.00,10.39,Returned,2/9/2023
CUST0274,Female,West,51,Keyboard,Accessories,50.00,3,150.00,19.79,Delivered,1/3/2024
CUST0095,Female,East,60,Monitor,Electronics,300.00,4,1200.00,7.26,"In Transit",8/20/2023
CUST0128,Female,East,52,Smartwatch,Wearables,200.00,5,1000.00,18.72,Delivered,3/2/2023
CUST0036,Male,South,49,Keyboard,Accessories,50.00,3,150.00,9.99,Unknown,5/7/2023
CUST0016,Female,East,61,Monitor,Electronics,300.00,1,300.00,6.63,"In Transit",1/14/2023
CUST0192,Male,South,58,Mouse,Accessories,30.00,1,30.00,11.39,"In Transit",5/15/2023
CUST0013,Female,East,55,Keyboard,Accessories,50.00,4,200.00,6.66,Unknown,8/13/2023
CUST0059,Female,East,18,Keyboard,Accessories,50.00,4,200.00,7.76,"In Transit",8/20/2023
CUST0065,Female,South,41,Smartphone,Electronics,800.00,1,800.00,6.24,Delivered,8/3/2023
CUST0025,Female,South,56,Headphones,Accessories,100.00,3,300.00,5.86,"In Transit",11/25/2023
CUST0160,Female,South,69,Laptop,Electronics,1500.00,2,3000.00,5.35,Returned,10/30/2023
CUST0096,Female,North,61,Smartphone,Electronics,800.00,5,4000.00,13.72,Unknown,3/9/2023
CUST0071,Male,East,46,Smartphone,Electronics,800.00,2,1600.00,13.10,"In Transit",1/7/2023
CUST0044,Male,East,30,Smartwatch,Wearables,200.00,2,400.00,13.54,"In Transit",8/8/2023
CUST0299,Female,East,58,Smartphone,Electronics,800.00,5,4000.00,5.65,Delivered,12/16/2023
CUST0291,Female,South,49,Monitor,Electronics,300.00,3,900.00,17.93,Delivered,5/29/2023
CUST0266,Female,North,29,Monitor,Electronics,300.00,4,1200.00,5.79,"In Transit",9/4/2023
CUST0184,Female,North,54,Smartphone,Electronics,800.00,1,800.00,13.72,"In Transit",8/30/2023
CUST0130,Male,West,68,Keyboard,Accessories,50.00,3,150.00,8.99,Delivered,2/2/2023
CUST0052,Male,South,66,Monitor,Electronics,300.00,4,1200.00,17.59,Returned,9/12/2023
CUST0240,Male,East,39,Keyboard,Accessories,50.00,4,200.00,13.51,Delivered,12/21/2023
CUST0054,Male,South,64,Smartphone,Electronics,800.00,1,800.00,19.15,Delivered,10/7/2023
CUST0038,Female,North,57,Keyboard,Accessories,50.00,2,100.00,16.78,Unknown,11/16/2023
CUST0023,Male,East,49,Monitor,Electronics,300.00,5,1500.00,8.56,"In Transit",10/30/2023
CUST0183,Male,North,42,Mouse,Accessories,30.00,5,150.00,9.26,Delivered,2/21/2023
CUST0012,Male,Unknown,28,Monitor,Electronics,300.00,5,1500.00,13.09,Delivered,3/12/2023
CUST0136,Female,South,36,Mouse,Accessories,30.00,5,150.00,6.58,"In Transit",10/17/2023
CUST0052,Female,South,66,Mouse,Accessories,30.00,2,60.00,12.21,Delivered,6/5/2023
CUST0141,Male,West,58,Monitor,Electronics,300.00,4,1200.00,6.40,Delivered,3/3/2023
CUST0144,Male,South,54,Smartphone,Electronics,800.00,5,4000.00,19.43,"In Transit",7/12/2023
CUST0156,Female,North,57,Monitor,Electronics,300.00,1,300.00,15.49,"In Transit",2/5/2023
CUST0199,Male,West,49,Smartphone,Electronics,800.00,3,2400.00,6.95,Returned,9/22/2023
CUST0197,Male,North,54,Laptop,Electronics,1500.00,4,6000.00,5.05,Delivered,7/12/2023
CUST0196,Female,West,37,Laptop,Electronics,1500.00,1,1500.00,12.95,Returned,11/6/2023
CUST0243,Female,West,58,Headphones,Accessories,100.00,5,500.00,19.98,Returned,8/13/2023
CUST0182,Male,South,19,Smartphone,Electronics,800.00,4,3200.00,12.30,Delivered,1/23/2023
CUST0296,Female,South,50,Monitor,Electronics,300.00,4,1200.00,7.42,Delivered,10/7/2023
CUST0296,Female,West,50,Mouse,Accessories,30.00,1,30.00,15.21,"In Transit",11/15/2023
CUST0264,Female,West,59,Monitor,Electronics,300.00,3,900.00,19.80,"In Transit",12/26/2023
CUST0136,Female,West,49,Mouse,Accessories,30.00,5,150.00,13.14,Returned,11/11/2023
CUST0010,Male,West,49,Headphones,Accessories,100.00,5,500.00,15.78,Delivered,4/21/2023
CUST0131,Male,West,67,Keyboard,Accessories,50.00,5,250.00,5.81,Delivered,5/18/2023
CUST0252,Male,West,55,Headphones,Accessories,100.00,5,500.00,7.98,Returned,5/16/2023
CUST0294,Female,East,49,Mouse,Accessories,30.00,5,150.00,19.83,"In Transit",9/11/2023
CUST0253,Male,West,51,Smartphone,Electronics,800.00,5,4000.00,16.14,Returned,6/12/2023
CUST0289,Female,North,37,Mouse,Accessories,30.00,4,120.00,9.00,Returned,1/3/2024
CUST0126,Female,North,66,Smartphone,Electronics,800.00,1,800.00,16.42,"In Transit",9/26/2023
CUST0024,Female,South,57,Laptop,Electronics,1500.00,1,1500.00,9.69,Delivered,11/22/2023
CUST0058,Male,East,49,Laptop,Electronics,1500.00,4,6000.00,16.49,Delivered,7/10/2023
CUST0170,Male,West,40,Keyboard,Accessories,50.00,2,100.00,14.00,Delivered,11/23/2023
